Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,NofStudents,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2020 Fall,APMA,3080,Linear Algebra,001151,"Abramenko,Monika C",003,11083,ENGR,3.5,15,0,4,6,2,3,0,0,0,0,0
2020 Fall,APMA,3080,Linear Algebra,001151,"Li,Meiqin",004,11821,ENGR,3.7,19,5,6,3,3,2,0,0,0,0,0
2020 Fall,APMA,3080,Linear Algebra,001151,"Li,Meiqin",005,19111,ENGR,3.7,29,8,12,2,4,1,1,0,1,0,0
2020 Fall,APMA,3080,Linear Algebra,001151,"Pindera,Marek-Jerzy",002,11082,ENGR,3.4,28,1,11,3,5,3,0,1,2,0,2
2020 Fall,APMA,3100,Probability,001152,"Hellings,Christian John",005,21302,ENGR,3.4,13,1,5,1,1,2,2,1,0,0,0
2020 Fall,APMA,3100,Probability,001152,"Ryals,Megan",002,11084,ENGR,3.6,12,0,3,6,2,1,0,0,0,0,0
2020 Fall,APMA,3100,Probability,001152,"Sidiropoulos,Nikolaos D",001,11086,ENGR,3.2,14,2,5,0,1,1,1,1,3,0,0
2020 Fall,APMA,3110,Applied Stats & Probability,001153,"Koenig,Gary M",003,11089,ENGR,3.2,22,0,6,3,4,5,2,0,1,0,1
2020 Fall,APMA,3110,Applied Stats & Probability,001153,"Pisano,Stacie",002,11087,ENGR,3.7,30,2,12,11,2,2,1,0,0,0,0
2020 Fall,APMA,3110,Applied Stats & Probability,001153,"Spencer,Julia Catherine",001,11088,ENGR,3.3,29,1,8,5,7,4,0,3,1,0,0
2020 Fall,APMA,3120,Statistics,001154,"Lark III,James Willard",001,11090,ENGR,3.5,12,0,5,1,2,3,1,0,0,0,0
2020 Fall,APMA,3140,App Partial Differentl Equatns,001155,"Morris,Diana Dunn",001,11092,ENGR,3.8,33,1,21,7,0,3,1,0,0,0,0
2020 Fall,APMA,3140,App Partial Differentl Equatns,001155,"Morris,Diana Dunn",002,19113,ENGR,3.7,25,1,17,1,4,0,2,0,0,0,0
2020 Fall,APMA,3150,From Data to Knowledge,044104,"Guadagni,Gianluca",001,11895,ENGR,3.8,25,5,12,3,4,1,0,0,0,0,0
2020 Fall,APMA,6430,Statistics Engrs & Scientists,001210,"Scherer,William Theodore",700,19654,ENGR,3.8,14,3,7,2,1,0,1,0,0,0,0
2020 Fall,APMA,6548,Spec Tops in App Mathematics,001212,"Guadagni,Gianluca",002,12533,ENGR,-,-,1,2,1,0,1,0,0,0,0,0
2020 Fall,ARAB,1010,Elementary Arabic I,001279,"Maanaki,Bilal Ahmad",004,13061,CGAS,3.6,11,0,3,3,5,0,0,0,0,0,0
2020 Fall,ARAB,1010,Elementary Arabic I,001279,"Maanaki,Bilal Ahmad",005,14779,CGAS,3.7,15,0,5,9,0,1,0,0,0,0,0
2020 Fall,ARAB,1010,Elementary Arabic I,001279,"Mohamed,Suad A",002,14570,CGAS,3.4,14,0,5,6,1,0,1,0,0,0,1
2020 Fall,ARAB,1010,Elementary Arabic I,001279,"Mohamed,Suad A",003,13060,CGAS,3.8,11,3,3,5,0,0,0,0,0,0,0
2020 Fall,ARAB,2010,Intermediate Arabic I,001284,"Humeidan,Bilal Ali Mohammed",002,13062,CGAS,3.8,15,0,9,5,0,0,1,0,0,0,0
2020 Fall,ARAB,2010,Intermediate Arabic I,001284,"Humeidan,Bilal Ali Mohammed",003,13998,CGAS,3.8,13,0,7,5,1,0,0,0,0,0,0
2020 Fall,ARAB,2010,Intermediate Arabic I,001284,"Maanaki,Bilal Ahmad",001,13063,CGAS,3.8,14,0,9,3,1,1,0,0,0,0,0
2020 Fall,ARAD,3100,Prin & Prac in Arts Administrn,001346,"Sampson,George W.",001,14782,CGAS,3.9,67,0,51,16,0,0,0,0,0,0,0
2020 Fall,ARCH,1010,Lessons of the Lawn,001471,"Waldman,Peter D",100,10140,ARCH,3.5,75,8,21,19,17,5,2,0,1,0,2
2020 Fall,ARCH,1020,Experiencing Architecture,001472,"Iliescu,Sanda D",100,10108,ARCH,3.8,114,42,41,21,5,3,0,0,0,0,2
2020 Fall,ARCH,2010,Foundation Studio II,001493,"Gonzalez Aranguren,Belen",103,10105,ARCH,3.5,12,2,2,2,4,2,0,0,0,0,0
2020 Fall,ARCH,2010,Foundation Studio II,001493,"Putalik,Erin Sullivan",105,10107,ARCH,3.4,11,0,2,5,3,0,0,0,1,0,1
2020 Fall,ARCH,2010,Foundation Studio II,001493,"Stranix,Kathleen Bridget",104,10106,ARCH,3.4,13,0,2,3,6,2,0,0,0,0,0
2020 Fall,ARCH,2150,Global Sustainability,041467,"Crisman,Phoebe",001,10167,ARCH,3.8,99,3,68,23,4,0,1,0,0,0,0
2020 Fall,ARCH,2710,CAAD 3D Geometrical Mod & Vis,042203,"Mark,Earl J",100,10077,ARCH,3.5,66,2,29,15,12,3,0,0,1,0,5
2020 Fall,ARCH,3010,Foundation Studio IV,001517,"Ibarra,Jose",006,20503,ARCH,3.5,12,0,3,5,2,1,1,0,0,0,0
2020 Fall,ARCH,3010,Foundation Studio IV,001517,"McDowell,Andrew Seth",002,10051,ARCH,3.4,11,0,5,1,1,1,2,1,0,0,0
2020 Fall,ARCH,3010,Foundation Studio IV,001517,"Menefee III,Charles",005,10206,ARCH,3.6,11,2,2,4,2,0,1,0,0,0,0
2020 Fall,ARCH,3010,Foundation Studio IV,001517,"Waldman,Peter D",003,10052,ARCH,3.6,11,1,3,3,4,0,0,0,0,0,0
2020 Fall,ARCH,3070,Foundations in Design Practice,043663,"Dobrowolski,Devin",001,10238,ARCH,3.8,18,3,8,7,0,0,0,0,0,0,0
2020 Fall,ARCH,3071,Design Practices Lab,045156,"Dobrowolski,Devin",001,10237,ARCH,3.8,18,3,8,7,0,0,0,0,0,0,0
2020 Fall,ARCH,3120,20th Century History of Ideas,001526,"Putalik,Erin Sullivan",001,10205,ARCH,3.6,59,0,30,16,6,0,2,4,0,0,1
2020 Fall,ARCH,3240,Intro to Structural Design,001531,"Martini,Kirk",100,10194,ARCH,3.6,35,0,14,8,6,5,1,0,0,0,1
2020 Fall,ARCH,4100,Design Research Seminar,042374,"Comazzi,John Joseph",001,10152,ARCH,3.1,25,0,3,8,4,6,1,1,0,0,2
2020 Fall,ARCH,4820,Teaching Experience,001557,"Iliescu,Sanda D",003,10094,ARCH,4,12,8,4,0,0,0,0,0,0,0,0
2020 Fall,ARCH,5423,Grasshopper Spatial Practice,045059,"Phinney,Lucia",001,10177,ARCH,3.9,14,1,10,3,0,0,0,0,0,0,0
2020 Fall,ARCH,5500,Special Topics in Architecture,001621,"Baharlou,Ehsan",001,10210,ARCH,3.7,11,1,2,6,2,0,0,0,0,0,0
2020 Fall,ARCH,5500,Special Topics in Architecture,001621,"Fard,Ali",003,10249,ARCH,3.6,14,0,7,3,2,2,0,0,0,0,0
2020 Fall,ARCH,5500,Special Topics in Architecture,001621,"Gonzalez Aranguren,Maria",002,10248,ARCH,-,-,2,3,4,0,0,0,0,0,0,0
2020 Fall,ARCH,5713,DRAWING: Site Reading,045057,"Menefee III,Charles",001,18747,ARCH,-,-,0,4,4,1,0,0,0,0,0,0
2020 Fall,ARCH,5715,Elements of Design,045503,"Clark Jr.,William G",001,10244,ARCH,3.8,14,3,7,3,1,0,0,0,0,0,0
2020 Fall,ARCH,5717,Mapping as Critical Practice,045875,"Dobrowolski,Devin",001,18690,ARCH,3.8,16,0,7,9,0,0,0,0,0,0,0
2020 Fall,ARCH,6010,Foundation Studio I,001668,"Pancorbo Crespo,Luis Guillermo",002,19188,ARCH,3.5,18,1,3,5,5,3,0,0,0,0,1
2020 Fall,ARCH,6231,Building Workshop I,040965,"Martin Robles,Ines Maria",001,10064,ARCH,3.5,18,1,6,2,4,4,0,0,0,0,1
2020 Fall,ARCH,7010,Foundation Studio III,001680,"El Khafif,Mona",002,10207,ARCH,3.6,12,0,4,4,4,0,0,0,0,0,0
2020 Fall,ARCH,7010,Foundation Studio III,001680,"Fard,Ali",005,10280,ARCH,3.5,12,0,4,2,5,0,1,0,0,0,0
2020 Fall,ARCH,7010,Foundation Studio III,001680,"Jull,Matthew",003,10208,ARCH,-,-,0,2,1,4,0,0,0,0,0,1
2020 Fall,ARCH,7010,Foundation Studio III,001680,"Lorenz,Esther",004,10209,ARCH,-,-,0,4,2,0,0,0,0,0,0,1
2020 Fall,ARCH,7120,20th Century History of Ideas,001688,"Last,Nana D",001,10181,ARCH,3.7,26,0,13,7,3,1,0,0,0,0,2
2020 Fall,ARCH,7122,Contemporary Spatial Practices,043732,"Dripps,Robin D",001,20464,ARCH,3.9,13,0,10,3,0,0,0,0,0,0,0
2020 Fall,ARCH,7240,Intro to Structural Design,045085,"Martini,Kirk",100,10180,ARCH,3.3,16,0,2,3,6,2,1,0,0,0,2
2020 Fall,ARCH,7250,Environmental Systems,001693,"Field,Eric Matthew",001,10172,ARCH,3.7,34,0,19,7,1,3,2,0,0,0,2
2020 Fall,ARH,1010,History of  Architecture I,001844,"Reilly,Lisa A",100,10021,ARCH,3.5,133,0,27,52,36,11,5,1,0,0,1
2020 Fall,ARH,2700,Thomas Jefferson & Americ Arch,044826,"Nelson,Louis P",001,20313,ARCH,3.5,15,0,6,4,1,3,0,0,0,1,0
2020 Fall,ARH,3613,"UNESCO,World Heritage &Tourism",045913,"Johnston,Andrew Scott",001,19607,ARCH,3.8,12,0,7,5,0,0,0,0,0,0,0
2020 Fall,ARH,5601,Historic Preservation: Theory,001973,"Johnston,Andrew Scott",001,10101,ARCH,3.9,14,0,9,4,0,0,0,0,0,0,1
2020 Fall,ARH,8001,Methods in Architectural Hist,002034,"Crane,Sheila R",001,10039,ARCH,-,-,0,2,2,1,1,0,0,0,0,0
2020 Fall,ARTH,1500,Intro Seminars in Art History,042566,"Smith,Tyler Jo",027,19450,CGAS,3.6,14,0,8,3,0,1,2,0,0,0,0
2020 Fall,ARTH,1503,Art and the Premodern World,045459,"Ramirez-Weaver,Eric Matthew",001,20545,CGAS,3.8,26,1,16,6,2,1,0,0,0,0,0
2020 Fall,ARTH,1503,Art and the Premodern World,045459,"Rogers,Dylan Kelby",100,19438,CGAS,3.7,39,0,16,16,5,0,1,0,1,0,0
2020 Fall,ARTH,1505,Art and the Modern World,040669,"Goedde,Lawrence O",100,15930,CGAS,3.7,35,1,15,14,2,2,0,0,0,0,1
2020 Fall,ARTH,2053,Greek Art and Archaeology,002453,"Smith,Tyler Jo",100,19442,CGAS,3.7,31,0,9,16,5,1,0,0,0,0,0
2020 Fall,ARTH,2056,Aegean Art and Archaeology,040811,"Dakouri-Hild,Anastasia",001,16631,CGAS,3.8,34,10,12,9,3,0,0,0,0,0,0
2020 Fall,ARTH,2251,Italian Renaissance Art,002462,"Fiorani,Francesca",100,15934,CGAS,3.6,22,0,12,2,2,6,0,0,0,0,0
2020 Fall,ARTH,2271,Northern Renaissance Art,002466,"Goedde,Lawrence O",001,19449,CGAS,3.7,46,0,23,16,5,2,0,0,0,0,0
2020 Fall,ARTH,2471,Art Since 1945,002488,"Robbins,Christa N",100,15190,CGAS,3.8,81,17,40,15,4,1,0,3,0,0,1
2020 Fall,ARTH,3062,Pompeii,002505,"Rogers,Dylan Kelby",001,19455,CGAS,3.7,55,1,17,33,2,2,0,0,0,0,0
2020 Fall,ARTH,3591,Art History Colloquium,042072,"Turner,Elizabeth Hutton",028,19457,CGAS,3.7,13,1,5,5,2,0,0,0,0,0,0
2020 Fall,ARTH,3861,Chinese Art,002546,"Wong,Dorothy",001,19461,CGAS,3.5,31,0,4,15,8,4,0,0,0,0,0
2020 Fall,ARTH,4591,Seminar in the History of Art,002569,"Dakouri-Hild,Anastasia",003,19463,CGAS,3.3,12,1,8,1,0,0,0,0,0,0,2
2020 Fall,ARTH,4591,Seminar in the History of Art,002569,"Skerritt,Henry Francis",004,16638,CGAS,3.8,11,0,7,3,1,0,0,0,0,0,0
2020 Fall,ARTR,3350,Intro to Arab Women's Lit,038074,"Al-Samman,Hanadi",001,15368,CGAS,3.9,12,5,6,0,1,0,0,0,0,0,0
2020 Fall,ARTS,2000,Intro to Studio Art,045397,"Chan,Amy Beth",001,16574,CGAS,3.9,17,0,15,1,1,0,0,0,0,0,0
2020 Fall,ARTS,2000,Intro to Studio Art,045397,"Scheuren,James Anthony",006,16579,CGAS,3.9,19,2,13,3,1,0,0,0,0,0,0
2020 Fall,ARTS,2000,Intro to Studio Art,045397,"Shelton,Matthew Pendleton",003,16576,CGAS,3.8,16,2,10,3,0,1,0,0,0,0,0
2020 Fall,ARTS,2000,Intro to Studio Art,045397,"Shelton,Matthew Pendleton",004,16577,CGAS,3.7,20,0,11,5,1,1,1,0,0,0,1
2020 Fall,ARTS,2000,Intro to Studio Art,045397,"Shelton,Matthew Pendleton",005,16578,CGAS,3.7,21,0,11,7,1,1,1,0,0,0,0
2020 Fall,ARTS,2112,Introduction to Photography II,002866,"Scheuren,James Anthony",001,13773,CGAS,3.9,14,5,5,4,0,0,0,0,0,0,0
2020 Fall,ARTS,2370,Intro to Cinematography I,002893,"Everson,Kevin J",001,14564,CGAS,3.9,14,8,5,0,1,0,0,0,0,0,0
2020 Fall,ARTS,2610,Drawing I,002836,"Schoyer,Elizabeth P",002,13069,CGAS,3.9,16,3,12,1,0,0,0,0,0,0,0
2020 Fall,ARTS,2670,Intro to Intaglio/Mono Print,002878,"Rollando,Akemi Ohira",001,13072,CGAS,3.5,11,1,7,2,0,0,0,0,0,0,1
2020 Fall,ASL,1010,Elem Amer Sign Language I,002999,"Devito Jr.,Rocco J",003,14644,CGAS,3.5,16,0,5,3,5,3,0,0,0,0,0
2020 Fall,ASL,1010,Elem Amer Sign Language I,002999,"Propp,Gregory M",001,13672,CGAS,3.6,14,0,5,4,3,1,1,0,0,0,0
2020 Fall,ASL,1010,Elem Amer Sign Language I,002999,"Propp,Gregory M",004,15823,CGAS,3.6,14,0,3,9,1,1,0,0,0,0,0
2020 Fall,ASL,2010,Intermed Amer Sign Language I,003001,"Gember,Corey J.",002,13674,CGAS,3.7,13,0,3,8,1,0,0,0,0,0,1
2020 Fall,ASL,2010,Intermed Amer Sign Language I,003001,"Jennings-Arey,Rhonda L",003,16393,CGAS,3.4,14,0,6,1,3,3,0,1,0,0,0
2020 Fall,ASL,2010,Intermed Amer Sign Language I,003001,"Jennings-Arey,Rhonda L",004,14761,CGAS,3.5,14,0,6,2,3,1,1,0,1,0,0
2020 Fall,ASL,2010,Intermed Amer Sign Language I,003001,"Malekan,Azadeh",001,13675,CGAS,3.6,15,0,5,6,2,1,1,0,0,0,0
2020 Fall,ASL,3010,Conversational ASL,003005,"Propp,Gregory M",001,14817,CGAS,3.8,11,0,7,4,0,0,0,0,0,0,0
2020 Fall,ASL,3450,Comp Linguistics: ASL & Engl,003008,"Jennings-Arey,Rhonda L",001,16394,CGAS,3.8,15,0,10,4,1,0,0,0,0,0,0
2020 Fall,ASTR,1210,Intro Sky and Solar System,003045,"Cleeves,Lauren Ilsedore",003,16259,CGAS,3.6,86,8,31,26,13,1,3,1,1,1,1
2020 Fall,ASTR,1210,Intro Sky and Solar System,003045,"Evans,Aaron Scott",002,15171,CGAS,3.6,90,28,23,20,7,6,4,0,1,0,1
2020 Fall,ASTR,1210,Intro Sky and Solar System,003045,"Li,Zhi-Yun",004,14703,CGAS,3.7,73,18,25,17,5,3,3,2,0,0,0
2020 Fall,ASTR,1210,Intro Sky and Solar System,003045,"Murphy,Edward Michael",001,13080,CGAS,3.4,137,3,30,52,15,26,4,2,1,0,4
2020 Fall,ASTR,1210,Intro Sky and Solar System,003045,"Thuan,Trinh X",005,19642,CGAS,3.1,17,0,2,2,8,3,0,0,0,1,1
2020 Fall,ASTR,1220,Intro Stars Galaxies Universe,003047,"Anguiano Jimenez,Borja",003,13082,CGAS,4,18,5,12,0,0,0,0,0,0,0,1
2020 Fall,ASTR,1220,Intro Stars Galaxies Universe,003047,"Johnson,Bradley",002,13081,CGAS,3.6,60,19,15,10,9,2,2,0,0,1,2
2020 Fall,ASTR,1220,Intro Stars Galaxies Universe,003047,"Kallivayalil,Nitya Jacob",001,14781,CGAS,3.7,116,0,63,39,8,5,0,1,0,0,0
2020 Fall,ASTR,1290,Black Holes,044559,"Davis,Shane William",001,15501,CGAS,3.7,161,31,76,28,11,7,2,2,1,2,1
2020 Fall,ASTR,2110,Intro to Astrophysics I,003064,"Skrutskie,Michael F",100,13083,CGAS,3.3,18,0,6,1,3,5,0,0,2,0,1
2020 Fall,ASTR,3410,Archaeo-Astronomy,003081,"Chevalier,Roger A",001,14678,CGAS,3.3,16,0,5,8,0,1,0,0,0,0,2
2020 Fall,ASTR,3880,Planetary Astronomy,003088,"Limaye,Ajay Brian Sanjay",001,17596,CGAS,3.7,16,2,7,5,0,1,1,0,0,0,0
2020 Fall,ASTR,4810,Astrophysics,003097,"Arras,Philip Luke",001,13774,CGAS,3.6,11,0,6,1,0,2,1,0,0,0,1
2020 Fall,ASTR,5010,Astrophysical Processes,039698,"Arras,Philip Luke",001,13831,CGAS,-,-,5,2,0,0,1,0,0,0,0,0
2020 Fall,ASTR,5340,Introductory Radio Astronomy,003103,"Ransom,Scott M",001,17598,CGAS,-,-,1,2,1,0,2,2,0,0,0,0
2020 Fall,BIMS,6000,Integrative Biosciences,042268,"Kashatus,David F.",001,18101,MDS,3.4,50,1,15,13,3,15,2,0,1,0,0
2020 Fall,BIMS,8380,Basics of Design and Stats,024120,"Jones,Marieke K.",001,21113,MDS,3.6,20,1,6,6,3,4,0,0,0,0,0
2020 Fall,BIMS,8380,Basics of Design and Stats,024120,"Martin,David Nicholas",001,21113,MDS,3.6,20,1,6,6,3,4,0,0,0,0,0
2020 Fall,BIMS,8995,Topical Research,042296,"Harris,Thurl E",009,18106,MDS,-,-,2,4,1,0,0,0,0,0,0,0
2020 Fall,BIMS,8995,Topical Research,042296,"Smith,Jeffrey S",003,18103,MDS,-,-,2,4,1,1,0,0,0,0,0,0
2020 Fall,BIMS,8995,Topical Research,042296,"Winckler,Bettina",013,18149,MDS,-,-,2,5,0,0,0,0,0,0,0,0
2020 Fall,BIOL,1040,The DNA Revolution,043971,"Taylor,Douglas R",001,19266,CGAS,3.7,144,7,83,19,16,14,4,0,0,0,1
2020 Fall,BIOL,1210,Human Biology and Disease,003435,"Seidel,Sandra Serena",001,19267,CGAS,3.4,47,0,15,8,16,6,0,1,0,1,0
2020 Fall,BIOL,2100,IntroBio w/Lab:Cell & Genetics,003470,"Kittlesen,David Jon",001,13767,CGAS,3.3,400,13,73,121,61,35,48,18,11,10,10
2020 Fall,BIOL,2100,IntroBio w/Lab:Cell & Genetics,003470,"Kittlesen,David Jon",002,13087,CGAS,3.3,393,8,77,108,72,53,43,13,5,4,10
2020 Fall,BIOL,3000,Cell Biology,003525,...,001,14399,CGAS,3.2,309,12,106,21,18,94,10,2,22,3,21
2020 Fall,BIOL,3000,Cell Biology,003525,"Wormington,W M",001,14399,CGAS,3.2,309,12,106,21,18,94,10,2,22,3,21
2020 Fall,BIOL,3010,Genetics and Molecular Biology,003526,"Galloway,Laura F",001,13088,CGAS,3.2,235,14,37,39,42,55,16,17,11,1,3
2020 Fall,BIOL,3030,Biochemistry,003656,"Schafer,Dorothy",100,15055,CGAS,3.2,107,2,20,21,22,13,7,13,4,2,3
2020 Fall,BIOL,3050,Introduction to Neurobiology,003543,"Condron,Barry G",001,13089,CGAS,3.5,218,9,56,67,39,25,10,8,1,1,2
2020 Fall,BIOL,3410,Human Anatomy and Physiology I,043173,"McLeod,David Stirling",100,14934,CGAS,3.8,386,0,251,118,10,7,0,0,0,0,0
2020 Fall,BIOL,3450,Biodiversity and Conservation,003565,"Manson,Jessamyn Sara",001,15428,CGAS,3.5,86,3,22,25,17,15,4,0,0,0,0
2020 Fall,BIOL,4070,Developmental Biology Lab,003594,"Keller,Raymond E",001,13676,CGAS,3.9,32,10,20,2,0,0,0,0,0,0,0
2020 Fall,BIOL,4070,Developmental Biology Lab,003594,"Keller,Raymond E",002,13677,CGAS,3.9,40,9,24,7,0,0,0,0,0,0,0
2020 Fall,BIOL,4130,Population Ecol & Consv Biol,003600,"Manson,Jessamyn Sara",001,15902,CGAS,3.4,30,4,4,8,5,7,0,1,1,0,0
2020 Fall,BIOL,4135,Biology of Aging,044121,"Roach,Deborah A",001,19584,CGAS,3.3,29,0,13,3,3,3,3,2,1,1,0
2020 Fall,BIOL,4250,Human Genetics,003612,"Grainger,Robert M",001,19269,CGAS,3.7,50,3,22,14,7,4,0,0,0,0,0
2020 Fall,BIOL,4430,Exptl Plant Biology Lab,043689,"Danna,Cristian",001,15965,CGAS,3.9,19,7,7,5,0,0,0,0,0,0,0
2020 Fall,BIOL,4450,Plant-Animal Interactions,044629,"Manson,Jessamyn Sara",001,15993,CGAS,3.6,25,2,11,5,4,2,1,0,0,0,0
2020 Fall,BIOL,4559,New Course: BIOL,038577,"Gibson,Amanda Kyle",001,19270,CGAS,3.8,35,11,13,4,6,1,0,0,0,0,0
2020 Fall,BIOL,4660,Biomedical Science Techniques,043425,"Guler,Ali Deniz",001,19271,CGAS,3.7,42,4,21,9,1,6,0,0,0,0,1
2020 Fall,BIOL,4910,Life Sciences Research,043055,"Wu,Martin",001,14908,CGAS,3.8,69,1,53,11,1,3,0,0,0,0,0
2020 Fall,BIOL,8081,Advanced Ecology & Evolution 1,043126,"Brodie III,Edmund Darrell",001,19273,CGAS,-,-,0,5,3,1,1,0,0,0,0,0
2020 Fall,BIOL,9910,Rotation Research,003895,"Schafer,Dorothy",001,13093,CGAS,-,-,2,6,0,1,0,0,0,0,0,0
2020 Fall,BME,2000,Biomed Engr Design & Discovery,004058,"Guilford,William",001,12050,ENGR,3.8,70,11,36,15,6,2,0,0,0,0,0
2020 Fall,BME,2101,Physiology I for Engineers,004059,"Helmke,Brian P",001,11200,ENGR,3.6,71,0,19,33,10,7,1,0,0,0,1
2020 Fall,BME,2102,Physiology II,004060,"Barker,Shannon",001,19717,ENGR,3.8,68,6,37,21,4,0,0,0,0,0,0
2020 Fall,BME,2104,Cell & Molecular for Engineers,004061,"Zunder,Eli",001,12053,ENGR,3.6,60,0,21,20,8,8,3,0,0,0,0
2020 Fall,BME,2220,Biomechanics,004068,"Blemker,Silvia S",001,12052,ENGR,3.7,47,3,29,5,2,5,1,0,1,0,1
2020 Fall,BME,2315,Computational BME,004067,"Saucerman,Jeffrey J",001,11508,ENGR,3.8,53,5,30,11,3,3,1,0,0,0,0
2020 Fall,BME,3080,Biomed IDEAS Lab I,004070,"Allen,Timothy E",100,11202,ENGR,3.7,104,3,49,37,12,3,0,0,0,0,0
2020 Fall,BME,3240,Biotransport,004069,"Highley,Chris",001,12051,ENGR,3.4,55,0,18,11,10,11,3,1,0,1,0
2020 Fall,BME,3310,Biomed Sys Analysis & Design,004066,"Dolatshahi,Sepideh",001,11201,ENGR,3.6,60,0,29,12,14,2,1,2,0,0,0
2020 Fall,BME,4063,Biomed Engr Capstone Design I,004083,"Allen,Timothy E",001,11209,ENGR,3.9,114,8,98,5,3,0,0,0,0,0,0
2020 Fall,BME,4414,Biomaterials,004075,"Griffin,Donald",001,11206,ENGR,3.7,55,0,28,16,8,3,0,0,0,0,0
2020 Fall,BME,4550,Spec Topics: Biomedical Engr,004090,"Civelek,Mete",002,19965,ENGR,3.9,19,16,2,0,1,0,0,0,0,0,0
2020 Fall,BME,4550,Spec Topics: Biomedical Engr,004090,"Helmke,Brian P",001,19521,ENGR,3.9,34,10,21,3,0,0,0,0,0,0,0
2020 Fall,BME,4806,Biomed Applctn Genetic Engr,004073,"French,Brent A",001,11818,ENGR,3.7,16,4,6,1,4,0,1,0,0,0,0
2020 Fall,BME,6101,Physiology I for Engineers,004122,"Peirce-Cottler,Shayn",001,11680,ENGR,3.9,42,2,35,1,2,1,0,0,0,0,0
2020 Fall,BME,6310,Computation & Modeling in BME,004127,"Papin,Jason A",001,11211,ENGR,3.8,44,6,26,2,5,3,1,0,0,0,0
2020 Fall,BME,6550,Spec Topics: Biomedical Engr,004145,"Rohde,Gustavo",002,20779,ENGR,-,-,0,4,5,0,0,0,0,0,0,0
2020 Fall,BME,6550,Spec Topics: Biomedical Engr,004145,"Rosen,Jonathan Jay",001,12493,ENGR,4,12,9,3,0,0,0,0,0,0,0,0
2020 Fall,BME,7806,Biomed Applctn Genetic Engr,004150,"French,Brent A",001,11840,ENGR,3.6,11,1,6,0,2,2,0,0,0,0,0
2020 Fall,BUS,5010,Cyber Security Management,004336,"Lantzy,James E",701,20497,SCPS,-,-,6,1,1,2,0,0,0,0,0,0
2020 Fall,BUS,5040,Creat & Conduct Secur Assess,004339,"Wojcik,Michael E",701,20498,SCPS,3.9,15,4,7,3,0,0,0,0,0,0,1
2020 Fall,BUS,5100,"Cyber Law, Regulation and Eth",042721,"Broz,Kristen Ward",701,20499,SCPS,3.8,12,2,5,5,0,0,0,0,0,0,0
2020 Fall,CASS,1010,College Art Scholars Seminar,041612,"Dalton,David Norris",001,14586,CGAS,3.9,22,20,1,1,0,0,0,0,0,0,0
2020 Fall,CE,2010,Civil Engineering Techniques,004429,"Smith,Brian Lee",001,11094,ENGR,3.6,36,0,21,4,1,8,0,0,2,0,0
2020 Fall,CE,2300,Statics,004438,"Pindera,Marek-Jerzy",001,11768,ENGR,3.7,30,4,15,5,2,2,0,1,1,0,0
2020 Fall,CE,3100,Water for the World,004457,"Smith,James A",001,12179,ENGR,3.5,47,0,18,13,5,9,2,0,0,0,0
2020 Fall,CE,3210,Fluid Mechanics,004448,"Lakshmi,Venkataraman",001,11509,ENGR,3.9,26,14,11,1,0,0,0,0,0,0,0
2020 Fall,CE,3210,Fluid Mechanics,004448,"Lakshmi,Venkataraman",002,21176,ENGR,3.9,20,11,7,2,0,0,0,0,0,0,0
2020 Fall,CE,3500,Special Topics in CE,044376,"Pennetti,Cody Aaron",001,12358,ENGR,4,15,9,6,0,0,0,0,0,0,0,0
2020 Fall,CE,3710,Intro to Geotechnical Engrg,004449,"Burden,Lindsay Ivey",001,11738,ENGR,3.9,42,0,38,0,4,0,0,0,0,0,1
2020 Fall,CE,3712,Intro Geotechnical Engr Lab,004708,"Burden,Lindsay Ivey",002,11740,ENGR,4,17,2,15,0,0,0,0,0,0,0,0
2020 Fall,CE,3712,Intro Geotechnical Engr Lab,004708,"Burden,Lindsay Ivey",003,11741,ENGR,4,20,2,18,0,0,0,0,0,0,0,0
2020 Fall,CE,4990,CE Research & Design,042102,"Burden,Lindsay Ivey",001,11633,ENGR,3.9,27,4,19,2,1,1,0,0,0,0,0
2020 Fall,CE,5000,Large-Scale Construction,044730,"Heydarian,Arsalan",001,12360,ENGR,3.8,15,1,11,1,0,0,1,0,0,0,1
2020 Fall,CE,5020,Geographic Information Systems,004577,"Miller IV,John Sanders",600,12180,ENGR,-,-,1,3,1,0,0,0,0,0,0,0
2020 Fall,CE,5400,Traffic Operations,004579,"Park,Byungkyu",001,11098,ENGR,-,-,1,3,0,1,0,0,0,0,0,0
2020 Fall,CE,5500,Special Topics in CE,044375,"Franco Duran,Diana Marcela",001,19058,ENGR,-,-,0,2,4,2,1,0,0,0,0,0
2020 Fall,CE,6500,Special Topics in CE,004607,"Culver,Teresa B",001,19062,ENGR,-,-,2,3,1,0,0,0,1,0,0,0
2020 Fall,CELL,5950,Jrnl Survey in Cell & Dev Biol,005250,"Hinton,Barry T",001,18084,MDS,3.8,15,9,4,0,0,2,0,0,0,0,0
2020 Fall,CELL,8101,Intro to Animal Dev,042506,"Sutherland,Ann E",100,20976,MDS,-,-,2,7,0,0,0,0,0,0,0,0
